Date,State Name,DistrictName,Average Soilmoisture Level (at 15cm),Average SoilMoisture Volume (at 15cm),Aggregate Soilmoisture Percentage (at 15cm),Volume Soilmoisture percentage (at 15cm),clayey,floamy,sandy,clayskeletal
23-01-2020,Arunachal Pradesh,Upper Siang,0,854.37,0,24.61129309,0.365096226415094,0.0004766037735849,0.0,0.0
23-01-2020,Arunachal Pradesh,Lohit,0.02,523.39,0.09,26.26823767,0.132099193548387,0.5463709677419359,0.0254427419354839,0.0
23-01-2020,Arunachal Pradesh,Anjaw,0,672.96,0,20.18465968,0.0987915966386555,0.0938739495798319,0.0036563025210083,0.0
23-01-2020,Arunachal Pradesh,West Siang,0,1272.9,0.03,31.29805565,0.911572727272727,0.0006945454545454,0.0,0.0
22-01-2020,Arunachal Pradesh,Upper Subansiri,0,807.91,0,24.58211981,0.291949224806202,0.0981441860465116,0.0701286821705425,0.0
22-01-2020,Arunachal Pradesh,Tirap,0,333.56,0,32.16421532,0.29950625,0.105552083333333,0.0,0.133483333333333
22-01-2020,Arunachal Pradesh,Kurung Kumey,0,953.52,0,27.45561167,0.479027428571429,0.107082857142857,0.0092651428571428,0.0
22-01-2020,Arunachal Pradesh,East Kameng,0,798.07,0,26.00656385,0.204567231638418,0.433333898305085,0.0141361581920904,0.0
22-01-2020,Arunachal Pradesh,Changlang,0,787.04,0,30.55809706,0.205022842639594,0.369535532994924,0.0,0.0030147208121827
22-01-2020,Arunachal Pradesh,Tawang,0,170.59,0,14.14904912,0.0,0.0,0.0698340206185567,0.0
22-01-2020,Arunachal Pradesh,Lower Dibang Valley,0.04,722.64,0.26,24.79432325,0.0981612676056338,0.539806338028169,0.0025288732394366,0.0
22-01-2020,Arunachal Pradesh,Dibang Valley,0.01,635.22,0.05,16.70128114,0.0667080519480519,0.0406025974025974,0.0,0.0
22-01-2020,Arunachal Pradesh,Papum Pare,0,512.29,0,26.51760564,,,,
22-01-2020,Arunachal Pradesh,Lower Subansiri,0,352.71,0,27.82226446,0.607903797468354,0.137273417721519,0.0844075949367089,0.0
22-01-2020,Arunachal Pradesh,West Kameng,0.03,523.9,0.39,19.4683174,0.0859306930693069,0.20214504950495,0.109259900990099,0.0
22-01-2020,Arunachal Pradesh,East Siang,0,614.18,0,32.07161883,0.0683794117647059,0.671938235294118,0.0,0.0
22-01-2020,Arunachal Pradesh,Upper Siang,0,859.66,0,24.76348815,0.365096226415094,0.0004766037735849,0.0,0.0
22-01-2020,Arunachal Pradesh,Lohit,0.02,530.77,0.11,26.63860062,0.132099193548387,0.5463709677419359,0.0254427419354839,0.0
22-01-2020,Arunachal Pradesh,Anjaw,0,680.28,0,20.40436743,0.0987915966386555,0.0938739495798319,0.0036563025210083,0.0
22-01-2020,Arunachal Pradesh,West Siang,0,1233.17,0.04,30.32119031,0.911572727272727,0.0006945454545454,0.0,0.0
21-01-2020,Arunachal Pradesh,Upper Subansiri,0,808.9,0,24.61230904,0.291949224806202,0.0981441860465116,0.0701286821705425,0.0
21-01-2020,Arunachal Pradesh,Tirap,0,337.31,0,32.52587694,0.29950625,0.105552083333333,0.0,0.133483333333333
21-01-2020,Arunachal Pradesh,Kurung Kumey,0,953.25,0,27.4477054,0.479027428571429,0.107082857142857,0.0092651428571428,0.0
21-01-2020,Arunachal Pradesh,East Kameng,0,798.14,0,26.00871718,0.204567231638418,0.433333898305085,0.0141361581920904,0.0
21-01-2020,Arunachal Pradesh,Changlang,0,801.92,0,31.13565094,0.205022842639594,0.369535532994924,0.0,0.0030147208121827
21-01-2020,Arunachal Pradesh,Tawang,0,170.95,0,14.17905057,0.0,0.0,0.0698340206185567,0.0
21-01-2020,Arunachal Pradesh,Lower Dibang Valley,0.05,734.66,0.31,25.20680835,0.0981612676056338,0.539806338028169,0.0025288732394366,0.0
21-01-2020,Arunachal Pradesh,Dibang Valley,0.01,637.87,0.07,16.77097536,0.0667080519480519,0.0406025974025974,0.0,0.0
21-01-2020,Arunachal Pradesh,Papum Pare,0,510.54,0,26.42716677,,,,
21-01-2020,Arunachal Pradesh,Lower Subansiri,0,347.22,0,27.38867445,0.607903797468354,0.137273417721519,0.0844075949367089,0.0
21-01-2020,Arunachal Pradesh,West Kameng,0.03,525.97,0.41,19.5451336,0.0859306930693069,0.20214504950495,0.109259900990099,0.0
21-01-2020,Arunachal Pradesh,East Siang,0,627.59,0,32.77225308,0.0683794117647059,0.671938235294118,0.0,0.0
21-01-2020,Arunachal Pradesh,Upper Siang,0,874.39,0,25.1880151,0.365096226415094,0.0004766037735849,0.0,0.0
21-01-2020,Arunachal Pradesh,Lohit,0.03,540.77,0.14,27.14017512,0.132099193548387,0.5463709677419359,0.0254427419354839,0.0
21-01-2020,Arunachal Pradesh,Anjaw,0,686.03,0,20.57668179,0.0987915966386555,0.0938739495798319,0.0036563025210083,0.0
21-01-2020,Arunachal Pradesh,West Siang,0,1243.59,0.04,30.57739642,0.911572727272727,0.0006945454545454,0.0,0.0
20-01-2020,Arunachal Pradesh,Upper Subansiri,0,809.91,0,24.64304604,0.291949224806202,0.0981441860465116,0.0701286821705425,0.0
20-01-2020,Arunachal Pradesh,Tirap,0,343.15,0,33.08882322,0.29950625,0.105552083333333,0.0,0.133483333333333
20-01-2020,Arunachal Pradesh,Kurung Kumey,0,956.23,0,27.53361126,0.479027428571429,0.107082857142857,0.0092651428571428,0.0
20-01-2020,Arunachal Pradesh,East Kameng,0,811,0,26.42778573,0.204567231638418,0.433333898305085,0.0141361581920904,0.0
20-01-2020,Arunachal Pradesh,Changlang,0.33,840.7,2.26,32.64132441,0.205022842639594,0.369535532994924,0.0,0.0030147208121827
20-01-2020,Arunachal Pradesh,Tawang,0,171.26,0,14.20477808,0.0,0.0,0.0698340206185567,0.0
20-01-2020,Arunachal Pradesh,Lower Dibang Valley,0.09,754.33,0.52,25.88155722,0.0981612676056338,0.539806338028169,0.0025288732394366,0.0
