"Dist Code","Year","State Code","State Name","Dist Name","TOTAL AREA (1000 ha)","FOREST AREA (1000 ha)","BARREN AND UNCULTIVABLE LAND AREA (1000 ha)","LAND PUT TO NONAGRICULTURAL USE AREA (1000 ha)","CULTIVABLE WASTE LAND AREA (1000 ha)","PERMANENT PASTURES AREA (1000 ha)","OTHER FALLOW AREA (1000 ha)","CURRENT FALLOW AREA (1000 ha)","NET CROPPED AREA (1000 ha)","GROSS CROPPED AREA (1000 ha)","CROPING INTENSITY (Percent)"
"26","2013","6","Madhya Pradesh","Morena","1168.34","344.3","173.93","80.06","59.3","55.83","7.88","5.82","441.22","656.99","148.9"
"26","2014","6","Madhya Pradesh","Morena","1168.34","344.3","174.08","80.64","59.22","56.0","7.86","7.01","439.23","657.93","149.79"
"26","2015","6","Madhya Pradesh","Morena","1168.34","344.3","174.1","80.76","59.69","55.91","8.47","7.28","437.82","667.13","152.38"
"26","2016","6","Madhya Pradesh","Morena","1168.34","344.3","174.31","80.82","59.59","55.98","8.32","5.41","439.61","674.77","153.49"
"26","2017","6","Madhya Pradesh","Morena","1168.34","344.3","174.37","80.65","60.29","56.14","8.19","7.32","437.08","685.52","156.84"
"26","2018","6","Madhya Pradesh","Morena","1168.34","344.31","174.29","80.62","61.3","56.1","6.1","5.19","440.39","739.09","167.83"
"26","2019","6","Madhya Pradesh","Morena","1168.34","344.31","173.88","80.67","61.02","56.19","5.79","3.98","442.28","789.12","178.42"
"26","2020","6","Madhya Pradesh","Morena","1168.34","344.31","169.37","78.67","61.02","56.19","5.79","3.98","452.79","866.85","191.45"
"27","2000","6","Madhya Pradesh","Bhind","445.2","8.91","23.37","35.21","12.07","18.8","3.57","46.71","296.1","322.55","108.93"
"27","2001","6","Madhya Pradesh","Bhind","445.2","8.91","23.05","35.7","12.1","17.77","6.54","11.51","329.18","361.65","109.86"
"27","2002","6","Madhya Pradesh","Bhind","445.2","8.91","23.18","35.98","11.27","16.94","7.15","27.09","314.27","340.37","108.3"
"27","2003","6","Madhya Pradesh","Bhind","445.2","8.91","21.83","36.13","11.29","16.57","7.15","14.85","328.0","355.53","108.39"
"27","2004","6","Madhya Pradesh","Bhind","445.2","8.91","21.8","36.89","10.52","16.69","7.24","13.22","329.29","355.91","108.08"
"27","2005","6","Madhya Pradesh","Bhind","445.2","8.91","21.91","36.76","10.74","16.56","6.79","13.03","329.88","358.93","108.81"
"27","2006","6","Madhya Pradesh","Bhind","445.2","8.91","21.79","37.18","11.83","15.96","6.51","21.65","320.8","344.74","107.46"
"27","2007","6","Madhya Pradesh","Bhind","445.2","8.91","21.81","37.37","11.44","16.98","8.74","33.77","305.72","339.48","111.04"
"27","2008","6","Madhya Pradesh","Bhind","445.2","8.91","21.52","37.6","11.77","16.2","7.33","9.09","332.32","367.19","110.49"
"27","2009","6","Madhya Pradesh","Bhind","445.2","8.91","21.51","37.69","12.32","16.13","7.26","6.18","334.75","369.52","110.39"
"27","2010","6","Madhya Pradesh","Bhind","445.2","8.91","21.64","37.82","11.83","16.32","6.96","4.94","336.35","376.8","112.03"
"27","2011","6","Madhya Pradesh","Bhind","445.2","8.91","21.47","37.35","12.19","16.76","7.04","5.96","335.06","373.28","111.41"
"27","2012","6","Madhya Pradesh","Bhind","445.2","8.81","21.34","37.61","11.53","16.73","5.41","2.71","340.54","381.45","112.01"
"27","2013","6","Madhya Pradesh","Bhind","445.2","8.81","22.43","37.47","11.37","16.6","4.72","1.96","341.33","382.81","112.15"
"27","2014","6","Madhya Pradesh","Bhind","445.2","8.81","22.5","37.69","11.19","16.59","4.37","2.31","341.23","395.01","115.76"
"27","2015","6","Madhya Pradesh","Bhind","445.2","8.81","22.21","38.46","11.63","16.4","4.54","4.83","337.8","407.83","120.73"
"27","2016","6","Madhya Pradesh","Bhind","445.2","8.81","22.22","38.43","11.58","16.23","4.53","3.5","339.39","410.99","121.1"
"27","2017","6","Madhya Pradesh","Bhind","445.2","8.81","22.49","38.59","12.01","16.56","4.52","4.51","337.19","406.25","120.48"
"27","2018","6","Madhya Pradesh","Bhind","445.2","8.81","22.5","37.6","11.72","16.63","3.95","4.76","337.71","424.04","125.56"
"27","2019","6","Madhya Pradesh","Bhind","445.2","8.81","22.56","37.47","12.13","16.64","4.45","2.24","339.81","452.08","133.04"
"27","2020","6","Madhya Pradesh","Bhind","445.2","8.81","22.56","37.69","12.13","16.64","4.45","2.24","339.81","498.9","146.82"
"28","2000","6","Madhya Pradesh","Indore","383.1","52.21","5.31","33.8","0.0","31.42","3.72","8.75","247.83","331.97","133.95"
"28","2001","6","Madhya Pradesh","Indore","383.1","52.21","6.33","23.49","14.27","24.56","3.47","8.3","250.4","400.89","160.1"
"28","2002","6","Madhya Pradesh","Indore","383.1","52.21","6.86","24.03","15.11","20.75","3.6","2.97","257.48","370.99","144.08"
"28","2003","6","Madhya Pradesh","Indore","383.1","52.21","6.86","24.03","14.71","21.53","2.97","2.11","258.61","425.81","164.65"
"28","2004","6","Madhya Pradesh","Indore","383.1","52.21","6.77","27.11","13.24","19.48","3.17","2.36","258.68","432.25","167.1"
"28","2005","6","Madhya Pradesh","Indore","383.1","52.21","6.77","27.16","13.59","19.47","3.5","2.08","258.24","370.3","143.39"
"28","2006","6","Madhya Pradesh","Indore","383.1","22.99","6.95","27.19","13.88","19.47","3.9","2.23","257.2","455.62","177.15"
"28","2007","6","Madhya Pradesh","Indore","383.1","22.99","6.95","27.22","13.21","19.47","4.65","3.03","256.28","451.26","176.08"
"28","2008","6","Madhya Pradesh","Indore","383.1","22.99","6.95","27.7","14.21","19.47","5.29","6.75","250.44","431.05","172.12"
"28","2009","6","Madhya Pradesh","Indore","383.1","22.99","10.42","36.08","3.09","19.69","6.0","2.89","252.18","453.15","179.69"
"28","2010","6","Madhya Pradesh","Indore","383.1","22.99","10.42","36.44","2.52","19.72","5.21","2.58","253.45","459.57","181.33"
"28","2011","6","Madhya Pradesh","Indore","383.1","22.99","10.67","41.79","2.01","18.76","5.07","2.98","249.54","455.73","182.63"
"28","2012","6","Madhya Pradesh","Indore","383.1","52.21","10.41","42.03","1.95","18.49","5.3","1.86","250.78","462.5","184.42"
"28","2013","6","Madhya Pradesh","Indore","383.1","52.21","9.26","42.03","2.29","17.8","5.34","2.74","251.35","466.63","185.65"
"28","2014","6","Madhya Pradesh","Indore","383.1","52.21","9.1","42.11","2.37","17.19","5.73","3.19","251.13","466.72","185.85"
"28","2015","6","Madhya Pradesh","Indore","383.1","52.21","11.68","37.94","2.32","18.41","5.46","4.58","250.42","468.13","186.94"
"28","2016","6","Madhya Pradesh","Indore","383.1","52.21","11.4","39.55","1.99","18.41","3.74","1.31","254.42","470.12","184.78"
"28","2017","6","Madhya Pradesh","Indore","383.1","52.21","11.4","40.05","2.49","19.02","4.47","2.75","250.64","493.22","196.78"
"28","2018","6","Madhya Pradesh","Indore","383.1","52.21","11.4","42.03","1.85","20.01","4.05","0.31","253.15","502.11","198.34"
"28","2019","6","Madhya Pradesh","Indore","383.1","52.21","12.09","42.03","3.79","15.83","4.35","4.47","248.25","485.06","195.39"
"28","2020","6","Madhya Pradesh","Indore","383.1","52.21","10.13","42.11","3.79","15.83","4.35","4.47","251.17","500.59","199.3"
"29","2000","6","Madhya Pradesh","Ratlam","486.01","34.29","42.29","27.44","21.77","31.66","1.19","1.94","325.36","360.3","110.74"
"29","2001","6","Madhya Pradesh","Ratlam","486.01","34.29","41.45","29.63","20.73","29.84","1.34","1.4","327.24","400.03","122.24"
"29","2002","6","Madhya Pradesh","Ratlam","486.01","34.29","40.44","30.09","20.6","29.13","1.56","2.13","327.71","356.05","108.65"
"29","2003","6","Madhya Pradesh","Ratlam","486.01","34.3","42.43","29.86","18.11","28.9","1.47","1.32","329.56","461.0","139.88"
"29","2004","6","Madhya Pradesh","Ratlam","486.01","34.3","40.12","30.09","18.6","29.3","1.35","1.47","330.69","486.52","147.12"
"29","2005","6","Madhya Pradesh","Ratlam","486.01","34.3","41.93","30.09","16.0","28.73","1.56","1.34","331.94","445.98","134.36"
"29","2006","6","Madhya Pradesh","Ratlam","486.01","34.3","41.6","30.73","15.26","28.6","1.1","1.34","332.96","499.98","150.16"
"29","2007","6","Madhya Pradesh","Ratlam","486.01","34.3","41.67","30.91","14.17","29.03","1.09","1.46","333.25","503.58","151.11"
"29","2008","6","Madhya Pradesh","Ratlam","486.01","34.3","41.39","31.28","14.12","28.86","1.54","0.92","333.5","488.35","146.43"
"29","2009","6","Madhya Pradesh","Ratlam","486.01","34.3","41.28","30.61","15.09","28.12","1.26","1.0","334.26","518.26","155.05"
"29","2010","6","Madhya Pradesh","Ratlam","486.01","34.3","41.21","30.58","16.49","26.56","1.35","1.1","334.34","509.43","152.37"
"29","2011","6","Madhya Pradesh","Ratlam","486.01","34.3","41.09","31.04","16.35","26.28","1.24","0.58","335.03","539.31","160.97"
"29","2012","6","Madhya Pradesh","Ratlam","486.01","34.34","40.96","29.79","15.04","27.23","1.15","0.53","336.85","554.65","164.66"
"29","2013","6","Madhya Pradesh","Ratlam","486.01","34.34","29.79","40.96","14.65","27.23","0.92","0.49","337.51","577.48","171.1"
"29","2014","6","Madhya Pradesh","Ratlam","486.01","34.34","40.32","30.2","15.68","27.64","0.85","0.62","336.22","550.87","163.84"
"29","2015","6","Madhya Pradesh","Ratlam","486.01","34.34","40.43","30.25","15.94","27.68","0.82","0.48","335.94","538.18","160.2"
"29","2016","6","Madhya Pradesh","Ratlam","486.01","34.34","40.11","30.3","15.96","27.48","0.87","0.46","336.37","557.24","165.66"
"29","2017","6","Madhya Pradesh","Ratlam","486.01","34.34","40.16","30.4","15.07","26.37","0.88","0.96","337.7","581.36","172.15"
"29","2018","6","Madhya Pradesh","Ratlam","486.01","34.33","40.27","29.79","14.42","25.96","1.28","1.05","337.63","607.26","179.86"
"29","2019","6","Madhya Pradesh","Ratlam","486.01","34.33","40.27","40.96","13.21","25.34","1.05","1.24","339.54","633.43","186.55"
"29","2020","6","Madhya Pradesh","Ratlam","486.01","34.33","40.27","30.2","13.21","25.34","1.05","1.24","343.7","694.3","202.01"
"30","2000","6","Madhya Pradesh","Ujjain","609.87","3.15","4.32","49.49","14.19","54.36","1.9","1.77","480.57","548.99","114.24"
"30","2001","6","Madhya Pradesh","Ujjain","609.87","3.15","4.45","51.33","11.15","52.29","2.13","1.72","483.51","667.4","138.03"
"30","2002","6","Madhya Pradesh","Ujjain","609.87","3.15","6.07","57.0","10.95","43.85","2.31","1.54","484.87","593.18","122.34"
"30","2003","6","Madhya Pradesh","Ujjain","609.87","3.15","5.98","57.62","10.66","40.82","1.99","1.25","488.27","762.48","156.16"
"30","2004","6","Madhya Pradesh","Ujjain","609.87","3.15","5.98","57.64","10.43","39.19","1.93","1.4","490.03","779.71","159.11"
"30","2005","6","Madhya Pradesh","Ujjain","609.87","3.15","5.97","57.72","9.97","38.59","2.11","2.85","489.38","674.46","137.82"
"30","2006","6","Madhya Pradesh","Ujjain","609.87","3.15","5.86","57.78","9.15","39.43","1.88","0.99","491.5","819.68","166.77"
"30","2007","6","Madhya Pradesh","Ujjain","609.87","3.15","5.85","57.77","10.19","39.98","1.89","1.04","489.87","839.5","171.37"
"30","2008","6","Madhya Pradesh","Ujjain","609.87","3.15","5.88","57.69","11.79","39.38","1.9","0.8","489.15","778.29","159.11"
"30","2009","6","Madhya Pradesh","Ujjain","609.87","3.15","6.12","58.2","7.69","35.91","1.61","0.97","496.07","873.27","176.04"
"30","2010","6","Madhya Pradesh","Ujjain","609.87","3.15","6.12","58.71","7.65","34.41","1.98","1.19","496.53","874.05","176.03"
"30","2011","6","Madhya Pradesh","Ujjain","609.87","3.15","5.98","58.48","8.11","33.52","2.1","1.24","497.16","886.57","178.33"
"30","2012","6","Madhya Pradesh","Ujjain","609.87","3.15","5.9","58.79","6.88","33.66","1.6","0.98","498.79","925.17","185.48"
"30","2013","6","Madhya Pradesh","Ujjain","609.87","3.15","5.9","58.79","7.64","32.29","1.79","0.54","499.66","938.0","187.73"
"30","2014","6","Madhya Pradesh","Ujjain","609.87","3.15","5.76","58.81","6.26","31.97","1.75","1.09","500.97","882.07","176.07"
"30","2015","6","Madhya Pradesh","Ujjain","609.87","3.15","5.73","59.07","6.19","30.47","1.84","3.47","499.82","905.8","181.23"
"30","2016","6","Madhya Pradesh","Ujjain","609.87","3.15","5.7","59.09","6.11","29.84","1.72","2.3","501.84","924.17","184.16"
"30","2017","6","Madhya Pradesh","Ujjain","609.87","3.15","5.69","59.36","5.9","26.69","2.09","1.67","505.17","961.57","190.35"
"30","2018","6","Madhya Pradesh","Ujjain","609.87","3.15","5.68","58.79","6.43","21.21","1.25","0.95","510.18","1010.52","198.07"
"30","2019","6","Madhya Pradesh","Ujjain","609.87","3.15","5.7","58.79","6.05","21.11","1.25","0.76","512.26","1017.77","198.68"
"30","2020","6","Madhya Pradesh","Ujjain","609.87","3.15","5.7","58.8","5.96","20.56","1.43","1.34","512.14","1023.87","199.92"
"31","2000","6","Madhya Pradesh","Mandsaur","945.21","130.28","84.05","106.34","38.4","32.77","1.25","2.8","549.28","639.91","116.5"
"31","2001","6","Madhya Pradesh","Mandsaur","945.34","131.11","88.43","110.49","38.13","26.04","1.51","2.41","547.19","724.09","132.33"
"31","2002","6","Madhya Pradesh","Mandsaur","945.34","131.1","87.15","113.38","39.98","22.49","1.63","9.32","540.25","596.57","110.42"
"31","2003","6","Madhya Pradesh","Mandsaur","945.34","131.08","87.24","117.15","39.57","20.89","2.28","4.76","542.33","718.32","132.45"
"31","2004","6","Madhya Pradesh","Mandsaur","945.33","132.65","85.74","118.92","36.36","21.4","1.82","2.22","546.17","830.24","152.01"
"31","2005","6","Madhya Pradesh","Mandsaur","945.34","132.81","88.82","114.52","35.62","21.83","1.65","2.6","547.47","770.81","140.79"
"31","2006","6","Madhya Pradesh","Mandsaur","945.34","38.4","87.94","120.33","35.35","22.02","1.64","2.53","542.48","856.07","157.81"
"31","2007","6","Madhya Pradesh","Mandsaur","945.34","40.59","83.84","123.35","34.32","22.93","1.72","2.04","542.09","808.25","149.1"
"31","2008","6","Madhya Pradesh","Mandsaur","945.35","40.59","81.7","119.73","34.41","23.35","1.68","1.61","547.83","829.14","151.35"
"31","2009","6","Madhya Pradesh","Mandsaur","945.37","40.59","83.58","117.8","36.29","23.22","1.64","2.14","545.66","838.88","153.74"
"31","2010","6","Madhya Pradesh","Mandsaur","945.37","40.59","84.2","115.83","34.54","23.32","1.7","1.66","549.05","848.03","154.45"
"31","2011","6","Madhya Pradesh","Mandsaur","945.37","40.59","83.85","120.74","33.42","23.48","1.75","1.68","545.39","892.0","163.55"
"31","2012","6","Madhya Pradesh","Mandsaur","945.37","135.0","83.94","126.91","32.92","22.84","1.64","1.54","540.49","903.75","167.21"
"31","2013","6","Madhya Pradesh","Mandsaur","945.37","135.0","83.56","127.91","32.09","22.91","1.76","1.64","540.43","937.07","173.39"
"31","2014","6","Madhya Pradesh","Mandsaur","945.37","135.0","83.96","127.97","31.68","22.34","2.22","1.26","540.86","929.05","171.77"
"31","2015","6","Madhya Pradesh","Mandsaur","945.37","135.0","84.24","128.45","30.86","22.41","2.4","1.66","540.27","907.8","168.03"
"31","2016","6","Madhya Pradesh","Mandsaur","945.37","135.0","84.0","129.4","31.21","22.57","1.74","1.32","540.08","932.1","172.59"
"31","2017","6","Madhya Pradesh","Mandsaur","945.37","135.0","84.19","128.56","32.31","22.35","1.97","1.47","539.45","956.85","177.38"
"31","2018","6","Madhya Pradesh","Mandsaur","945.36","135.01","84.12","127.93","32.61","22.25","2.37","2.19","536.29","985.57","183.78"
"31","2019","6","Madhya Pradesh","Mandsaur","945.36","135.01","84.98","128.84","31.4","20.63","2.09","3.64","536.36","1022.24","190.59"
"31","2020","6","Madhya Pradesh","Mandsaur","945.36","135.01","84.98","134.37","31.4","20.63","2.09","3.64","526.98","1047.25","198.73"
"32","2000","6","Madhya Pradesh","Dewas","701.31","206.04","10.9","34.54","2.76","66.8","0.73","1.48","378.03","453.67","120.01"
"32","2001","6","Madhya Pradesh","Dewas","701.31","206.04","10.43","33.74","2.7","65.62","1.09","0.89","380.78","539.39","141.65"
"32","2002","6","Madhya Pradesh","Dewas","701.31","206.04","11.19","35.01","2.97","62.07","1.17","0.89","381.95","513.44","134.43"
"32","2003","6","Madhya Pradesh","Dewas","701.31","206.04","10.85","34.52","2.42","60.85","1.42","0.77","384.42","575.27","149.65"
"32","2004","6","Madhya Pradesh","Dewas","701.31","206.57","10.73","34.49","2.56","60.3","1.1","0.61","384.93","584.33","151.8"
"32","2005","6","Madhya Pradesh","Dewas","701.31","206.64","10.78","36.11","2.87","57.46","0.97","0.42","386.03","560.56","145.21"
"32","2006","6","Madhya Pradesh","Dewas","701.31","206.64","10.77","35.49","2.95","58.02","1.2","0.41","385.8","599.79","155.47"
"32","2007","6","Madhya Pradesh","Dewas","701.31","206.64","10.78","35.98","2.99","55.3","0.81","0.43","388.36","624.56","160.82"
"32","2008","6","Madhya Pradesh","Dewas","701.31","206.64","10.78","35.94","2.94","53.6","0.81","0.66","389.93","612.71","157.13"
"32","2009","6","Madhya Pradesh","Dewas","701.31","206.64","10.79","36.16","2.95","52.01","1.04","0.33","391.37","644.73","164.74"
"32","2010","6","Madhya Pradesh","Dewas","701.31","206.64","10.79","36.25","2.83","50.42","0.96","0.61","392.8","689.52","175.54"
"32","2011","6","Madhya Pradesh","Dewas","701.31","206.64","10.79","36.26","2.82","49.35","1.2","0.32","393.91","690.53","175.3"
"32","2012","6","Madhya Pradesh","Dewas","701.31","206.64","10.79","36.28","2.63","46.76","0.41","0.05","397.74","705.3","177.33"
"32","2013","6","Madhya Pradesh","Dewas","701.31","206.64","12.96","34.91","2.07","44.8","0.41","0.13","399.38","728.42","182.39"
"32","2014","6","Madhya Pradesh","Dewas","701.31","206.64","12.7","35.18","2.07","41.62","0.4","0.1","402.58","736.49","182.94"
"32","2015","6","Madhya Pradesh","Dewas","701.31","206.64","12.59","35.23","2.08","39.38","0.49","0.14","404.74","735.65","181.76"
"32","2016","6","Madhya Pradesh","Dewas","701.31","206.43","11.34","38.54","2.07","37.55","0.39","0.26","404.71","752.63","185.97"
"32","2017","6","Madhya Pradesh","Dewas","701.31","206.43","11.97","38.37","2.08","36.04","0.72","0.37","405.31","768.8","189.68"
"32","2018","6","Madhya Pradesh","Dewas","701.31","206.43","11.97","36.28","2.08","36.04","1.05","0.03","405.32","798.47","197.0"
"32","2019","6","Madhya Pradesh","Dewas","701.31","206.43","11.77","34.91","2.08","32.56","1.09","0.02","408.97","809.23","197.87"
"32","2020","6","Madhya Pradesh","Dewas","701.31","206.43","11.77","35.18","0.0","32.56","1.11","0.04","411.01","848.0","206.32"
"33","2000","6","Madhya Pradesh","Dhar","819.54","120.0","72.56","47.64","16.9","50.0","3.57","4.21","504.62","559.66","110.91"
"33","2001","6","Madhya Pradesh","Dhar","819.54","120.25","75.77","46.28","17.69","46.53","3.34","3.41","506.23","678.44","134.02"
"33","2002","6","Madhya Pradesh","Dhar","819.54","120.77","74.31","48.11","16.09","47.27","3.91","3.08","505.97","610.44","120.65"
"33","2003","6","Madhya Pradesh","Dhar","819.54","120.76","75.65","47.4","16.27","46.88","3.58","2.56","506.4","696.56","137.55"
"33","2004","6","Madhya Pradesh","Dhar","819.54","120.74","76.08","48.97","15.25","46.38","3.45","2.5","506.14","710.56","140.39"
"33","2005","6","Madhya Pradesh","Dhar","819.54","120.74","75.67","50.3","15.5","46.58","3.18","3.08","504.47","638.74","126.62"
"33","2006","6","Madhya Pradesh","Dhar","819.54","120.74","75.73","51.99","14.64","47.11","2.95","2.02","504.45","743.87","147.46"
"33","2007","6","Madhya Pradesh","Dhar","819.54","120.74","75.52","53.87","14.67","47.44","2.99","2.31","502.08","776.55","154.67"
"33","2008","6","Madhya Pradesh","Dhar","819.54","120.74","75.49","54.98","14.91","47.14","3.36","1.83","502.0","739.47","147.3"
"33","2009","6","Madhya Pradesh","Dhar","819.54","120.74","75.53","54.49","14.89","47.08","3.33","2.27","502.1","770.2","153.4"
"33","2010","6","Madhya Pradesh","Dhar","819.54","120.74","75.58","55.93","14.38","47.2","3.19","2.32","501.16","788.16","157.27"
"33","2011","6","Madhya Pradesh","Dhar","819.54","120.74","75.78","56.74","14.56","47.33","2.82","1.92","500.63","769.7","153.75"
"33","2012","6","Madhya Pradesh","Dhar","819.54","119.74","75.57","57.44","12.67","48.82","2.5","1.44","501.35","781.41","155.86"
"33","2013","6","Madhya Pradesh","Dhar","819.54","119.74","75.74","58.95","12.96","46.88","2.2","1.14","501.9","818.26","163.03"
"33","2014","6","Madhya Pradesh","Dhar","819.54","120.04","75.8","58.7","12.97","46.68","2.37","1.35","501.59","810.48","161.58"
"33","2015","6","Madhya Pradesh","Dhar","819.54","118.02","75.85","60.9","12.43","46.01","2.78","1.74","501.78","817.88","163.0"
"33","2016","6","Madhya Pradesh","Dhar","819.54","119.96","75.88","60.12","12.39","45.99","3.45","1.51","500.2","831.96","166.33"
"33","2017","6","Madhya Pradesh","Dhar","819.54","119.96","75.88","59.89","14.97","43.86","3.7","1.72","499.52","848.98","169.96"
"33","2018","6","Madhya Pradesh","Dhar","819.54","119.96","75.85","57.44","14.02","45.21","4.17","2.76","497.83","865.08","173.77"
"33","2019","6","Madhya Pradesh","Dhar","819.54","119.96","71.74","58.95","12.83","47.01","3.21","3.28","499.99","935.57","187.12"
"33","2020","6","Madhya Pradesh","Dhar","819.54","119.96","66.74","58.7","12.83","47.01","3.21","3.28","506.98","1075.22","212.08"
"34","2000","6","Madhya Pradesh","Jhabua","674.72","130.44","57.14","53.37","24.32","35.46","4.9","6.66","355.42","359.37","101.11"
"34","2001","6","Madhya Pradesh","Jhabua","674.72","130.76","82.66","55.05","24.79","7.87","4.41","4.85","357.33","383.78","107.4"
"34","2002","6","Madhya Pradesh","Jhabua","674.72","130.71","82.72","55.11","24.05","7.77","4.36","4.97","358.03","387.86","108.33"
"34","2003","6","Madhya Pradesh","Jhabua","674.72","130.75","82.41","55.74","24.98","7.68","4.03","3.93","358.21","414.3","115.66"
"34","2004","6","Madhya Pradesh","Jhabua","674.72","130.73","82.48","56.17","24.5","7.58","3.6","3.55","359.11","425.59","118.51"
"34","2005","6","Madhya Pradesh","Jhabua","674.72","130.66","82.3","56.47","24.73","7.57","3.89","4.2","357.9","413.19","115.45"
"34","2006","6","Madhya Pradesh","Jhabua","674.72","130.66","82.41","56.25","24.81","7.7","3.66","3.67","358.52","428.48","119.51"
"34","2007","6","Madhya Pradesh","Jhabua","674.72","130.66","82.07","56.75","24.53","7.44","3.59","3.73","358.73","436.61","121.71"
"34","2008","6","Madhya Pradesh","Jhabua","675.72","132.07","82.56","58.0","25.38","8.53","4.46","4.85","359.83","420.31","116.81"
"34","2009","6","Madhya Pradesh","Jhabua","675.72","132.07","82.41","58.26","25.5","8.27","4.53","4.57","359.2","429.03","119.44"
"34","2010","6","Madhya Pradesh","Jhabua","675.72","132.07","82.56","58.04","25.51","8.36","4.58","4.28","360.29","438.07","121.59"
"34","2011","6","Madhya Pradesh","Jhabua","675.72","132.07","82.71","58.37","25.39","8.2","4.44","3.94","360.53","440.07","122.06"
"34","2012","6","Madhya Pradesh","Jhabua","675.72","132.07","82.72","58.47","25.71","7.59","3.78","4.68","360.72","455.05","126.15"
"34","2013","6","Madhya Pradesh","Jhabua","675.72","132.07","82.69","58.71","25.31","7.67","3.46","5.3","360.52","467.18","129.59"
"34","2014","6","Madhya Pradesh","Jhabua","675.72","132.02","82.5","59.02","25.31","7.65","3.52","4.3","361.38","464.44","128.52"
"34","2015","6","Madhya Pradesh","Jhabua","675.72","132.06","82.42","59.0","25.67","7.67","3.87","3.76","361.28","449.15","124.32"
"34","2016","6","Madhya Pradesh","Jhabua","675.72","132.18","83.59","59.25","26.97","7.92","4.51","3.74","357.57","456.59","127.69"
"34","2017","6","Madhya Pradesh","Jhabua","675.72","132.28","83.98","59.19","27.31","8.06","3.29","3.68","357.92","470.09","131.34"
"34","2018","6","Madhya Pradesh","Jhabua","675.72","132.25","84.17","58.8","27.73","8.02","3.27","4.46","356.47","466.23","130.79"
"34","2019","6","Madhya Pradesh","Jhabua","675.72","132.31","84.21","58.93","27.82","7.53","3.47","2.98","357.79","511.19","142.88"
"34","2020","6","Madhya Pradesh","Jhabua","675.72","132.31","84.19","59.17","40.77","7.47","2.77","2.42","347.27","530.08","152.64"
"35","2000","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","428.76","89.4","58.3","37.96","76.46","11.64","5.38","640.57","683.96","106.77"
"35","2001","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","428.8","102.01","58.14","37.97","63.66","11.62","5.21","641.1","702.92","109.64"
"35","2002","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.1","103.43","58.51","35.69","62.91","12.0","4.56","641.77","726.89","113.26"
"35","2003","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.23","103.89","58.65","35.32","62.89","12.08","4.61","641.32","743.36","115.91"
"35","2004","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.84","104.13","59.57","35.98","62.54","11.73","4.87","639.3","743.67","116.33"
"35","2005","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.98","104.77","64.04","35.78","62.43","11.96","4.73","634.3","707.74","111.58"
"35","2006","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","429.95","104.41","64.43","35.49","62.95","12.13","3.92","634.66","751.69","118.44"
"35","2007","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","430.59","99.16","67.06","31.41","69.87","11.95","4.25","633.67","761.55","120.18"
"35","2008","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","429.78","103.39","72.7","35.16","59.17","12.14","4.27","631.86","717.62","113.57"
"35","2009","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","429.95","99.38","69.88","33.25","67.45","12.49","4.95","631.09","770.56","122.1"
"35","2010","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","429.96","100.6","68.24","33.05","61.39","12.22","5.52","633.41","789.55","124.65"
"35","2011","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","429.95","101.93","76.48","22.3","68.85","13.15","4.65","630.36","781.01","123.9"
"35","2012","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","600.82","112.52","73.3","29.04","56.6","11.12","4.43","631.28","797.73","126.37"
"35","2013","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","600.66","109.29","75.79","26.02","61.53","10.37","3.59","631.95","836.13","132.31"
"35","2014","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","600.66","109.8","75.76","26.34","63.11","11.29","3.97","628.29","871.59","138.72"
"35","2015","6","Madhya Pradesh","Khargone (West Nimar)","1519.37","600.66","109.31","75.46","26.59","61.29","10.14","3.84","631.93","880.73","139.37"
"35","2016","6","Madhya Pradesh","Khargone (West Nimar)","1348.51","429.94","108.88","75.84","27.33","61.89","10.49","4.3","629.81","884.84","140.49"
"35","2017","6","Madhya Pradesh","Khargone (West Nimar)","1348.51","429.94","107.44","76.94","24.17","61.08","10.42","3.97","634.53","1000.56","157.69"
"35","2018","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.94","107.73","74.09","19.47","66.8","10.26","4.37","633.3","1037.56","163.84"
"35","2019","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.92","107.73","75.83","19.55","66.62","10.58","4.11","633.16","1091.87","172.45"
"35","2020","6","Madhya Pradesh","Khargone (West Nimar)","1348.5","429.92","107.75","76.16","19.72","53.9","5.84","7.08","647.65","1178.74","182.0"
"36","2000","6","Madhya Pradesh","Khandwa (East Nimar)","1118.36","511.34","14.7","60.21","0.98","70.47","15.45","9.33","435.84","472.37","108.38"
